riddle,choice0,choice1,choice2,choice3,choice4,label
I can precede a bug.I can precede a child.I can be held dear.I can be wild.I can be an affair to remember.I can be less.That's it for now. can you guess???,love,hate,adore,envy,gorgeous,0
"I have no particular shape or size, I am usually dark and I am often used to disguise, Within me people may hide, Yet I am always near your side. What am I?",shadow,storm,glow,sky,silhouette,0
"Kills the bad ones and the sad ones. Tightens to fit, so one size fits.",noose,rope,gallows,hanging,handcuffs,0
A king without a crown.,bear,lion,hyena,tiger,wolf,1
"I turn polar bears white. And I will make you cry.I make guys have to pee. And girls comb their hair.I make celebrities look stupid. And normal people look like celebrities.I turn pancakes brown. And make your champagne bubble.If you squeeze me, I'll pop.If you look at me, you'll pop.Can you answer this riddle?",wealth,tension,pressure,friction,electricity,2
Spelled one way it mows the lawn spelled another you put it on,tobacco,goat,gum,cow,sheep,1
I smash but I never hurt you. Give me your unwanted items and I will eat them and take them so you can get more. Some people might not like me while others may but I still come around on certain days. What am I?,driveway,school bus,curb,garbage truck,hearse,3
What do you call a snowman in summer?,water,grape,ocean,cucumber,sediment,0
"I'm on the Earth. I'm in the sky. Without me dearth, Thirsty and dry.  What am I ?",sediment,grape,ocean,water,cucumber,3
"""What is an ""NME""?""",metaphor,ally,ult,enemy,contradictory,3
What is lighter than what it is made of?,snow,puck,lava,glacier,ice,4
What did the robber get his wife for her birthday?,took,killed,stole,tissue box,pillow,2
"There are 8 men on a couch, three legs break and 6 men leave. How many legs are there?",four,six,three,two,five,4
"A man, his two daughters, a butler, and a maid are living in a round house. One day, the man was murdered. Using the following information, who did it and how?  The two daughters were playing ball when their father was murdered. The maid was making sandwiches while the man was murdered. The butler was sweeping the corners when the man was murdered.",ingram,boogie,butler,Humphrey,simmons,2
"Half-way up the hill, I see thee at last. Lying beneath me with thy sounds and sights - A city in the twilight, dim and vast, With smoking roofs, soft bells, and gleaming lights. What is it?",history,breath,future,hindsight,past,4
Some people work furiously .getting me out of their skin. But when I'm almost gone .They just take me back in again.,sweat,cartoon,television,snot,ol,0
It can look like a TIt can look like an XThey can be found on chains. Hung around peoples necks. What is it?,highway,Atlantic,cross,wander,border,2
The homes of tiny creatures that collect in corners if you aren't vigilant about dusting.,web,frontend,tablet,backend,Facebook,0
"My first half is a thick, dark, sticky substance. My last half means 'to acquire.'  . What am I?",department store,goodwill,highway,target,Atlantic,3
What do you call a magic owl?,duh,Howlin' Wolf,Whodini,god,Mavis Staples,2
"I am cute, little, white and have dimples all over, What am I?",avocado,golf ball,bong,rein,chicken,1
"I did not come about by birth or creation, I am found in every land and in every nation, I am what people want when they consume food, The lack of me prevents people from doing what they ordinarily would. What am I?",veins,none,everything,blues,energy,4
You go into the woods to get it. Then you sit down to find it. Then you go home because you couldn't find it.,fracture,claw,fingernail,axe,splinter,4
My first is a man-made voice conveyor.My second was a president slayer.My whole is supplied by a communications purveyor. What am I?,doubt,telephone booth,payphone,weeping angel,will,1
What do you get when you cross a vampire and teacher?,colonoscopy,endocrinologist,kidney,urine,blood test,4
"I am often described as, A smooth talker who keeps on trekking, I don't stop until the end of the day, That's why I'm always sweating. My strength is so immense, My physique a blood-tangled mesh, And while fellow knights wear armour of fresh snow spray, And as they catch and torture prey, My body really tastes the flesh. I love to dance and prance around, My whole life is a party rave, My only drawback and lack of freedom, Is I'm tied down at the depth of a cave. Sometimes when I talk I'm serious, Often I just roll about, But when feeling as merry as cupid, I really start to say something stupid, I even manage to get my knights knocked out. I often greet random, unknown people, Sometimes I have to say bye, But still I keep on moving in my dampness, Can you guess - WHAT AM I??",mouth,tounge,lips,hole,tongue,4
What runs without legs?,water,cucumber,sediment,ocean,grape,0
"I'm powerful enough to clean most anything, Yet gentle enough to eat. I'm used to make an explosion of sorts, Yet can be found at millions of stores worldwide. I can kill grass, And even tenderize your meat. I can clean up even the smelliest stench, and soften your fabrics. What am I?",detergent,dish soap,skittles,baking soda,beer,3
"Sally has four classes, Science, Math, English Language Arts, and History. She had a test in every class, and wanted to have some fun, so she did all of her tests in French. When she received her tests back, only one teacher could understand her work. If none of Sally's teachers spoke French, which teacher was able to understand the test and how did they understand it?",middle school,arithmetic,geometry,Math teacher,grader,3
"My first, because of others, is deferred.My second, a place where rest is assured.My whole, a course of action unpreferred. What am I?",last resort,surgeon,premises,dentist,medical attention,0
"I'm strong, but I'm not known for my good looks. I'm popular with the ladies, especially good cooks. I'm thin-skinned from my head to my toes. Some see me in the paper and turn up their nose, Because I'm famous as ""The Stinking Rose."". Who, or what, am I?",spinach,garlic,olive oil,thyme,tomatoes,1
"I am a number but I am countless, I am compared with other things but nothing compares to me. What am I?",avengers,cube,cardinality,infinity,infinite,3
Where will you land if you jump off a two storey building?,ambulance,doctor,ICU,hospital,clinic,3
"Some men struggle against me, others cheer my victory. My allies' work is often covert. My children run rampant. Spreading my influence over mountains and valleys. My foes are crushed without prejudice. Belenus can be a friend or foe. Chac can have disastrous effects on my travels.",valley,waterfall,grass,asphalt,lawn,2
"I am the result of a creative mind, and I keep evolving through time, I can be written down on a paper, but it wont be with a common letter, I am experienced through a clever design, but still I can get stuck in your mind. What am I?",instrumental,urine,riff,kidney,melody,4
An accessory sported by many construction workers.,jail,visor,hard hat,safety glasses,murderer,2
Straw straw straw straw,pillow,tissue box,last straw,little mermaid,wonder years,2
"I can be huge, or I can be small. I can be long like a sausage, or round like a ball. I might stay with you, or I might travel for miles. For those of few years, I always bring smiles. What am I?",poison,blimp,gravity,balloon,parachute,3
Tree Juice Pie Sauce,Tesla,Android,iPod,microsoft,Apple,4
I am bouncy but I am not round. I can be above or in the ground. What am I?,frisbee,rollerblades,swimming pool,sled,trampoline,4
"A vital organ.Or Newlywed's pad.Whole, it shows love, Broken means sad.",heart,stomach,blood,second,before,0
What smells the best at thanksgiving dinner?,chin,throat,forehead,lips,nose,4
"This for is a baked dish of fruit, or meat and vegetables, typically with a top and base of pastry.",s8,pancakes,burgers,slices,pie,4
"""What does the ""M"" in ""WOM"" stand for?""",cheeks,hand,eyelids,mouth,tongue,3
This delicious kids snack is a fruit-flavored gelatin dessert made from a commercially prepared powder.,peanutbutter,macaroni,peanut butter,jello,jelly,3
"I am a place when far away you want to return. Although, be here too long and you'll have to get out. You'd just hate for me to burn. But I will get very messy without a doubt.",apartment,home,cottage,hyphen,comma,1
"I'm five in the start, I'm seven in the middle, And I'm five to end. What am I?",syllables,rhyme,haiku,alliteration,penmanship,2
Saturn has them. Married people wear them. A tree's age can be determined by counting them.  What is it?,necklaces,doubt,will,rings,earrings,3
The surname of Cinderella's boyfriend.,attractive,knockout,charming,Hhh,cute,2
"We travel much, yet prisoners are, and close confined to boot. Yet with any horse, we will keep the pace, and will always go on foot. What are they?",klopp,syringe,fingernail,kawhi,spurs,4
I repeat your words in kind. And offer refuge to the blind. Found both above and deep below. With teeth made of stone.,shipwreck,lair,tomb,waterfall,cavern,4
What kind of dog does dracula have?,mastiff,lifeline,silhouette,blood hound,sky,3
"What can be felt, but not touched?",love,adore,hate,envy,gorgeous,0
"I am the universe's complex elegance, I am everywhere. I am created through suffering, inspiration, joy, and even despair.  I am born as an idea, and then presented to the human eye. However, unlike living things, I can never die. What am I?",Shakespeare,art,violin,illustration,painting,1
I am old but also new. I may seem rather strange but all of me is true. I am 66 inside but really only 1I can be pocket-sized or sometimes weigh a ton!All of me is about a person you really ought to meet. He often signs his name and each story is his treat. I am a world best seller but sadly seldom read. Perhaps you've seen me on a shelf or lying by a bed?What am I?,bible,daughter,gospel,old testament,sister,0
"I have oxygen in me,  but neither man nor woman  dares to breath within me.  What am I?",sediment,cucumber,grape,ocean,water,4
